,link,title,prices,location,type,area,dates
7,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-saydri-apartment-nana-peth-pune-560-sq-ft-spid-V56548896,1 BHK Residential Apartment for rent in Nana Peth,"₹ 14,000 /monthDeposit ₹ 50000",Saydri Apartment,1 BHK1 Bath,560 sq.ft. (52 sq.m.) Built-up Area,not give
8,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-i-build-florista-county-hadapsar-pune-1285-sq-ft-spid-O51860880,3 BHK Residential Apartment for rent in Hadapsar,"₹ 15,000 /monthDeposit 3 month(s) rent",i Build Florista County,3 BHK2 Baths,"1,285 sq.ft. (119 sq.m.) Super built-up Area",not give
9,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-vishnuwardhan-rahatani-pune-500-sq-ft-spid-F55260758,1 BHK Residential Apartment for rent in Rahatani,"₹ 11,000 /monthDeposit ₹ 35000",Vishnuwardhan,1 BHK1 Bath,500 sq.ft. (46 sq.m.) Carpet Area,not give
10,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-sairang-residency-mohannagar-chinchwad-pimpri-chinchwad-pune-1040-sq-ft-spid-E50822574,2 BHK Independent Builder Floor for rent in Pimpri Chinchwad,"₹ 14,500 /monthDeposit ₹ 40000","Sairang Residency, Mohannagar, Chinchwad.",2 BHK2 Baths,"1,040 sq.ft. (97 sq.m.) Super built-up Area",not give
11,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-dwarkadheesh-residency-940-sq-ft-spid-X55103932,2 BHK Residential Apartment for rent in Pimple Saudagar,"₹ 21,000 /monthDeposit ₹ 45000",Dwarkadheesh Residency,2 BHK2 Baths,940 sq.ft. (87 sq.m.) Super built-up Area,not give
12,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-sunflower-apartment-talegaon-dabhade-pune-665-sq-ft-spid-H39943321,1 BHK Residential Apartment for rent in Talegaon Dabhade,"₹ 7,000 /monthDeposit ₹ 15000",Sunflower Apartment,1 BHK1 Bath,665 sq.ft. (62 sq.m.) Super built-up Area,not give
13,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-lohegaon-pune-550-sq-ft-spid-H56540952,1 Bedroom Independent House for rent in Lohegaon,"₹ 7,000 /monthDeposit ₹ 10000",,1 BHK1 Bath,"1,800 sq.ft. (167 sq.m.) Plot Area",not give
14,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-majestique-oasis-wagholi-pune-750-sq-ft-spid-B55561522,2 BHK Residential Apartment for rent in Wagholi,"₹ 10,000 /monthDeposit ₹ 30000",Majestique Oasis,2 BHK2 Baths,750 sq.ft. (70 sq.m.) Built-up Area,not give
15,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-majestic-venice-benkar-nagar-pune-437-sq-ft-spid-U43801847,1 BHK Residential Apartment for rent in Benkar Nagar,"₹ 10,000 /monthDeposit ₹ 30000",Majestic Venice,1 BHK1 Bath,437 sq.ft. (41 sq.m.) Built-up Area,not give
16,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-vishal-srushti-residency-vadgaon-sheri-pune-450-sq-ft-spid-R42849087,1 BHK Residential Apartment for rent in Vadgaon Sheri,"₹ 13,000 /monthDeposit ₹ 25000",Vishal Srushti Residency,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Super built-up Area,not give
17,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-rent-in-hadapsar-pune-500-sq-ft-spid-J48629493,1 BHK Independent Builder Floor for rent in Hadapsar,"₹ 9,000 /monthDeposit ₹ 20000",,1 BHK1 Bath,499 sq.ft. (46 sq.m.) Built-up Area,not give
18,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-panchshil-park-mundhwa-pune-961-sq-ft-spid-C48834291,2 BHK Residential Apartment for rent in Mundhwa,"₹ 20,000 /monthDeposit ₹ 25000",panchshil park,2 BHK2 Baths,961 sq.ft. (89 sq.m.) Built-up Area,not give
19,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-kolte-patil-three-jewels-katraj-kondhwa-road-pune-625-sq-ft-spid-N56546202,1 BHK Residential Apartment for rent in Katraj Kondhwa Road,"₹ 9,500 /monthDeposit ₹ 30000",Kolte Patil Three Jewels,1 BHK1 Bath,625 sq.ft. (58 sq.m.) Super built-up Area,not give
20,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-reevha-regency-kharadi-annex-pune-450-sq-ft-spid-Q56545258,1 BHK Residential Apartment for rent in Kharadi Annex,"₹ 12,000 /month",reevha regency,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Super built-up Area,not give
21,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-krushnangan-apartment-wakad-pune-470-sq-ft-spid-B48786447,1 BHK Residential Apartment for rent in Wakad,"₹ 18,000 /monthDeposit ₹ 36000",Krushnangan apartment,1 BHK1 Bath,470 sq.ft. (44 sq.m.) Built-up Area,not give
22,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-bhagwant-krupa-apartment-warje-pune-530-sq-ft-spid-K48943231,1 BHK Residential Apartment for rent in Warje,"₹ 12,500 /monthDeposit ₹ 30000",Bhagwant Krupa Apartment,1 BHK1 Bath,530 sq.ft. (49 sq.m.) Super built-up Area,not give
23,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-kashid-nagar-pune-650-sq-ft-spid-H54901326,1 Bedroom Independent House for rent in Kashid Nagar,"₹ 9,000 /monthDeposit ₹ 30000",,1 BHK1 Bath,850 sq.ft. (79 sq.m.) Plot Area,not give
24,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-rent-in-kondhwa-budruk-pune-725-sq-ft-spid-V56543678,1 BHK Independent Builder Floor for rent in Kondhwa Budruk,"₹ 13,500 /monthDeposit ₹ 40000",,1 BHK1 Bath,725 sq.ft. (67 sq.m.) Built-up Area,not give
25,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-rent-in-kondhwa-budruk-pune-725-sq-ft-spid-H81181440,1 BHK Independent Builder Floor for rent in Kondhwa Budruk,"₹ 13,500 /monthDeposit ₹ 40000",,1 BHK1 Bath,725 sq.ft. (67 sq.m.) Built-up Area,not give
0,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-gulmohar-goldcoast-rajaram-patil-nagar-pune-1044-sq-ft-spid-E56543252,2 BHK Residential Apartment for rent in Rajaram Patil Nagar,"₹ 20,000 /monthDeposit ₹ 40000",Gulmohar Goldcoast,2 BHK2 Baths,"1,044 sq.ft. (97 sq.m.) Super built-up Area",not give
1,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-parmar-residency-kondhwa-pune-980-sq-ft-spid-L56542364,2 BHK Independent Builder Floor for rent in Kondhwa,"₹ 16,000 /monthDeposit ₹ 50000",Parmar Residency,2 BHK1 Bath,980 sq.ft. (91 sq.m.) Carpet Area,not give
2,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-mauli-apartment-wadgaon-sheri-pune-485-sq-ft-spid-G56542194,1 BHK Residential Apartment for rent in Wadgaon Sheri,"₹ 11,000 /monthDeposit 2 month(s) rent",Mauli Apartment,1 BHK1 Bath,485 sq.ft. (45 sq.m.) Carpet Area,not give
3,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-indraprabha-society-dehu-road-pune-700-sq-ft-spid-I56542106,2 BHK Residential Apartment for rent in Dehu Road,"₹ 15,000 /monthDeposit ₹ 30000",Indraprabha Society,2 BHK2 Baths,700 sq.ft. (65 sq.m.) Carpet Area,not give
4,https://www.99acres.com/4-bhk-bedroom-independent-house-for-rent-in-koustubh-tingre-nagar-pune-3100-sq-ft-spid-A49136807,4 Bedroom Independent House for rent in Tingre Nagar,"₹ 80,000 /monthDeposit ₹ 400000",koustubh,4 BHK4 Baths,"2,177 sq.ft. (202 sq.m.) Plot Area",not give
5,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-yashoda-apartment-tilekar-nagar-pune-550-sq-ft-spid-O49133047,1 BHK Residential Apartment for rent in Tilekar Nagar,"₹ 6,000 /monthDeposit ₹ 50000",yashoda apartment,1 BHK1 Bath,550 sq.ft. (51 sq.m.) Super built-up Area,not give
6,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-wagholi-pune-200-sq-ft-spid-R55931906,1 Bedroom Independent House for rent in Wagholi,"₹ 4,500 /monthDeposit ₹ 8000",,1 BHK1 Bath,200 sq.ft. (19 sq.m.) Built-up Area,not give
7,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-paranjape-blue-ridge-hinjewadi-pune-1730-sq-ft-spid-J56541088,3 BHK Residential Apartment for rent in Hinjewadi,"₹ 28,000 /monthDeposit ₹ 100000",Paranjape Blue Ridge,3 BHK3 Baths,"1,730 sq.ft. (161 sq.m.) Super built-up Area",not give
8,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-grand-view-7-ambegaon-pune-1110-sq-ft-spid-V56541018,2 BHK Residential Apartment for rent in Ambegaon,"₹ 14,000 /monthDeposit ₹ 50000",Grand View 7,2 BHK2 Baths,"1,110 sq.ft. (103 sq.m.) Built-up Area",not give
9,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-parmar-vista-luxuria-manjri-pune-1000-sq-ft-spid-G56540966,2 BHK Residential Apartment for rent in Manjri,"₹ 18,000 /monthDeposit ₹ 50000",Parmar Vista Luxuria,2 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Built-up Area",not give
10,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-sai-krupa-manjiri-manjari-budruk-pune-847-sq-ft-spid-W56540742,2 BHK Residential Apartment for rent in Manjari Budruk,"₹ 50,000 /month",sai krupa manjiri,2 BHK2 Baths,847 sq.ft. (79 sq.m.) Carpet Area,not give
11,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-namrata-life-360-rahatani-pune-650-sq-ft-spid-R56540272,2 BHK Residential Apartment for rent in Rahatani,"₹ 20,000 /monthDeposit ₹ 40000",Namrata Life 360,2 BHK2 Baths,650 sq.ft. (60 sq.m.) Carpet Area,not give
12,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-bellaza-blue-keshav-nagar-pune-602-sq-ft-spid-H56539118,2 BHK Residential Apartment for rent in Keshav Nagar,"₹ 13,000 /monthDeposit 2 month(s) rent",Bellaza Blue,2 BHK1 Bath,602 sq.ft. (56 sq.m.) Carpet Area,not give
13,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-mas-mahavirs-natura-talegaon-dabhade-pune-970-sq-ft-spid-P56538976,2 BHK Residential Apartment for rent in Talegaon Dabhade,"₹ 10,000 /monthDeposit ₹ 30000",Mas Mahavirs Natura,2 BHK2 Baths,970 sq.ft. (90 sq.m.) Built-up Area,not give
14,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-siddhi-gayatri-heritage-chs-wakad-pune-1500-sq-ft-spid-U48147165,2 BHK Residential Apartment for rent in Wakad,"₹ 12,500 /monthDeposit ₹ 30000",Siddhi Gayatri Heritage CHS,2 BHK1 Bath,"1,500 sq.ft. (139 sq.m.) Super built-up Area",not give
15,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-balaji-niwas-dhanori-pune-1700-sq-ft-spid-F55493062,3 BHK Residential Apartment for rent in Dhanori,"₹ 25,000 /monthDeposit 2 month(s) rent",balaji niwas,3 BHK3 Baths,"1,700 sq.ft. (158 sq.m.) Super built-up Area",not give
16,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-kunal-nakshatram-housing-society-chinchwad-pune-900-sq-ft-spid-N56538496,3 BHK Residential Apartment for rent in Chinchwad,"₹ 22,000 /month",kunal nakshatram housing society,3 BHK2 Baths,900 sq.ft. (84 sq.m.) Carpet Area,not give
17,https://www.99acres.com/builder-floor-for-rent-in-panchod-pune-425-sq-ft-spid-L56537554,Independent Builder Floor for rent in Panchod,"₹ 6,500 /monthDeposit ₹ 20000",,1 Bath,425 sq.ft. (39 sq.m.) Carpet Area,not give
18,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-kuber-shree-siddhivinayak-park-wadki-pune-403-sq-ft-spid-N56533976,1 BHK Residential Apartment for rent in Wadki,"₹ 4,500 /month",Kuber Shree Siddhivinayak Park,1 BHK1 Bath,403 sq.ft. (37 sq.m.) Super built-up Area,not give
19,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-kk-meadows-charholi-pune-850-sq-ft-spid-C43795097,2 BHK Residential Apartment for rent in Charholi,"₹ 22,500 /monthDeposit ₹ 45000",KK Meadows,2 BHK2 Baths,850 sq.ft. (79 sq.m.) Super built-up Area,not give
20,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-sai-raj-residency-sanghvi-pune-600-sq-ft-spid-E56536102,1 BHK Residential Apartment for rent in Sanghvi,"₹ 14,000 /monthDeposit ₹ 40000",Sai Raj Residency,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Super built-up Area,not give
21,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-goel-ganga-nebula-viman-nagar-pune-1100-sq-ft-spid-F52829150,2 BHK Residential Apartment for rent in Viman Nagar,"₹ 35,000 /monthDeposit ₹ 150000",Goel Ganga Nebula,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Super built-up Area",not give
22,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-ranga-niwas-katraj-850-sq-ft-spid-V56535840,"2 BHK Residential Apartment for rent in katraj,ambegaon bdk","₹ 6,000 /monthDeposit ₹ 8000","ranga niwas,katraj",2 BHK2 Baths,850 sq.ft. (79 sq.m.) Carpet Area,not give
23,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-rent-in-sai-paradise-punawale-pune-753-sq-ft-spid-Y53147710,1 BHK Independent Builder Floor for rent in Punawale,"₹ 15,000 /monthDeposit ₹ 25000",Sai Paradise,1 BHK1 Bath,753 sq.ft. (70 sq.m.) Super built-up Area,not give
24,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-chaurang-terrace-bhekrai-nagar-pune-600-sq-ft-spid-G56535528,1 BHK Residential Apartment for rent in Bhekrai Nagar,"₹ 6,500 /monthDeposit 3 month(s) rent",Chaurang Terrace,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Carpet Area,not give
25,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-chaurang-terrace-bhekrai-nagar-pune-600-sq-ft-spid-H81181440,1 BHK Residential Apartment for rent in Bhekrai Nagar,"₹ 6,500 /monthDeposit 3 month(s) rent",Chaurang Terrace,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Carpet Area,not give
0,https://www.99acres.com/other-residential-property-for-rent-in-paranjape-yuthika-baner-pune-242-sq-ft-spid-D31198383,Residential property for rent in Baner,"₹ 45,000 /monthDeposit 6 month(s) rent",Paranjape Yuthika,,242 sq.ft. (22 sq.m.) Plot Area,not give
1,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-vedant-heights-610-sq-ft-spid-G56535104,"1 BHK Residential Apartment for rent in Kaspate Vasti, Wakad, Pimpri Chinchwad","₹ 10,000 /monthDeposit ₹ 25000",Vedant Heights,1 BHK1 Bath,610 sq.ft. (57 sq.m.) Carpet Area,not give
2,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-la-gloriosa-digambar-nagar-pune-1305-sq-ft-spid-X56534210,3 BHK Residential Apartment for rent in Digambar Nagar,"₹ 28,000 /monthDeposit 4 month(s) rent",La Gloriosa,3 BHK3 Baths,"1,305 sq.ft. (121 sq.m.) Super built-up Area",not give
3,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-suyash-nisarg-hadapsar-pune-550-sq-ft-spid-H56533262,1 BHK Residential Apartment for rent in Hadapsar,"₹ 9,500 /monthDeposit ₹ 25000",Suyash Nisarg,1 BHK2 Baths,550 sq.ft. (51 sq.m.) Carpet Area,not give
4,https://www.99acres.com/3-bhk-bedroom-independent-house-for-rent-in-meghdoot-society-talajai-pathar-pune-1200-sq-ft-spid-N56533008,3 Bedroom Independent House for rent in Talajai Pathar,"₹ 20,000 /monthDeposit ₹ 60000",Meghdoot society,3 BHK3 Baths,"1,200 sq.ft. (111 sq.m.) Plot Area",not give
5,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-whistling-palms-kaspate-vasti-pune-590-sq-ft-spid-R56531906,1 BHK Residential Apartment for rent in Kaspate Vasti,"₹ 14,000 /monthDeposit ₹ 40000",Whistling Palms,1 BHK1 Bath,590 sq.ft. (55 sq.m.) Super built-up Area,not give
6,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-on-request-pimple-gurav-pune-750-sq-ft-spid-U47905939,1 BHK Residential Apartment for rent in Pimple Gurav,"₹ 10,000 /monthDeposit ₹ 25000",On request,1 BHK2 Baths,750 sq.ft. (70 sq.m.) Super built-up Area,not give
7,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-tirupati-kunj-munjaba-vasti-pune-551-sq-ft-spid-W56531812,1 BHK Residential Apartment for rent in Munjaba Vasti,"₹ 14,500 /monthDeposit ₹ 40000",Tirupati Kunj,1 BHK1 Bath,551 sq.ft. (51 sq.m.) Built-up Area,not give
8,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-pimple-gurav-pune-900-sq-ft-spid-G56531806,2 BHK Independent Builder Floor for rent in Pimple Gurav,"₹ 15,000 /monthDeposit 2 month(s) rent",,2 BHK2 Baths,900 sq.ft. (84 sq.m.) Built-up Area,not give
9,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-shweta-society-rajaram-bridge-singhad-road-pune-865-sq-ft-spid-C56531266,2 BHK Residential Apartment for rent in Sinhgad Road,"₹ 23,000 /monthDeposit ₹ 50000","Shweta society, rajaram bridge",2 BHK2 Baths,865 sq.ft. (80 sq.m.) Carpet Area,not give
10,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-rent-in-shaniwar-peth-pune-600-sq-ft-spid-Y56531082,1 BHK Independent Builder Floor for rent in Shaniwar Peth,"₹ 16,000 /monthDeposit ₹ 50000",,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Carpet Area,not give
11,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-vishwa-vinayar-florencia-wakad-pune-1031-sq-ft-spid-Q56531044,"2 BHK Residential Apartment for rent in wakad ,pune","₹ 19,000 /monthDeposit ₹ 60000","vishwa vinayar florencia,wakad, pune",2 BHK2 Baths,"1,031 sq.ft. (96 sq.m.) Carpet Area",not give
12,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-rent-in-defence-colony-society-wagholi-pune-1680-sq-ft-spid-N55136900,4 BHK Residential Apartment for rent in Wagholi,"₹ 20,000 /monthDeposit ₹ 50000",Defence Colony Society,4 BHK3 Baths,"1,680 sq.ft. (156 sq.m.) Built-up Area",not give
13,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-rohit-residency-hadapsar-pune-373-sq-ft-spid-D55034276,1 BHK Residential Apartment for rent in Hadapsar,"₹ 4,500 /monthDeposit ₹ 10000",Rohit Residency,1 BHK1 Bath,373 sq.ft. (35 sq.m.) Super built-up Area,not give
14,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-kalapi-aster-pisoli-pune-487-sq-ft-spid-D54805382,2 BHK Residential Apartment for rent in Pisoli,"₹ 11,000 /monthDeposit ₹ 30000",Kalapi Aster,2 BHK2 Baths,486 sq.ft. (45 sq.m.) Carpet Area,not give
15,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-grace-homes-keshav-nagar-pune-900-sq-ft-spid-M55453422,2 BHK Independent Builder Floor for rent in Keshav Nagar,"₹ 13,000 /monthDeposit ₹ 25000",Grace Homes,2 BHK2 Baths,900 sq.ft. (84 sq.m.) Super built-up Area,not give
16,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-vinayak-nagari-650-sq-ft-spid-H55452914,1 BHK Residential Apartment for rent in Tadiwala Road,"₹ 12,000 /monthDeposit ₹ 30000",Vinayak Nagari,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Carpet Area,not give
17,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-ashtekar-silver-oak-vighnaharta-nagar-pune-930-sq-ft-spid-X56528200,2 BHK Residential Apartment for rent in Vighnaharta Nagar,"₹ 16,500 /monthDeposit ₹ 60000",Ashtekar Silver Oak,2 BHK2 Baths,930 sq.ft. (86 sq.m.) Super built-up Area,not give
18,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-shree-sai-hills-wagholi-wagholi-pune-790-sq-ft-spid-I56528074,2 BHK Residential Apartment for rent in Wagholi,"₹ 11,000 /monthDeposit ₹ 20000",shree sai hills wagholi ,2 BHK2 Baths,790 sq.ft. (73 sq.m.) Carpet Area,not give
19,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-shanta-niketan-housing-society-bopodi-pune-525-sq-ft-spid-C56527972,1 BHK Residential Apartment for rent in Bopodi,"₹ 14,000 /monthDeposit ₹ 30000",Shanta Niketan Housing Society,1 BHK1 Bath,525 sq.ft. (49 sq.m.) Carpet Area,not give
20,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-deokar-residency-wadgaon-sheri-pune-1100-sq-ft-spid-G55386912,2 BHK Residential Apartment for rent in Wadgaon Sheri,"₹ 30,000 /monthDeposit ₹ 90000",Deokar Residency,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Carpet Area",not give
21,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-parth-balewadi-pune-820-sq-ft-spid-E55382614,2 BHK Residential Apartment for rent in Balewadi,"₹ 16,500 /monthDeposit ₹ 50000",Parth,2 BHK2 Baths,820 sq.ft. (76 sq.m.) Carpet Area,not give
22,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-kumar-park-insinia-bhekrai-nagar-pune-925-sq-ft-spid-N55377868,2 BHK Residential Apartment for rent in Bhekrai Nagar,"₹ 17,000 /monthDeposit ₹ 40000",Kumar park insinia,2 BHK2 Baths,925 sq.ft. (86 sq.m.) Super built-up Area,not give
23,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-sonigara-indraprabha-phase-2-kiwale-pune-900-sq-ft-spid-Y56527254,2 BHK Residential Apartment for rent in Kiwale,"₹ 22,000 /monthDeposit ₹ 100000",Sonigara Indraprabha Phase 2,2 BHK2 Baths,900 sq.ft. (84 sq.m.) Carpet Area,not give
24,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-prime-plus-1-pimple-saudagar-pune-998-sq-ft-spid-A55657264,2 BHK Residential Apartment for rent in Pimple Saudagar,"₹ 20,500 /monthDeposit ₹ 60000",Prime Plus 1,2 BHK2 Baths,998 sq.ft. (93 sq.m.) Built-up Area,not give
25,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-prime-plus-1-pimple-saudagar-pune-998-sq-ft-spid-H81181440,2 BHK Residential Apartment for rent in Pimple Saudagar,"₹ 20,500 /monthDeposit ₹ 60000",Prime Plus 1,2 BHK2 Baths,998 sq.ft. (93 sq.m.) Built-up Area,not give
